-12.23712	15.31697	AO:08:Londuimbali	Londuimbali
-12.90795	15.24845	AO:08:Longonjo	Longonjo
-11.83268	16.23613	AO:08:Mungo	Mungo
-12.96121	15.05958	AO:08:Ucuma	Ucuma
-13.86667	14.43333	AO:09:Caluquembe	Caluquembe
-14.91717	13.49250	AO:09:Lubango	卢班戈
-14.73272	15.03479	AO:09:Matala	Matala
-14.81909	14.53504	AO:09:Quipungo	Quipungo
-9.57499	15.99442	AO:12:Bailundo	Bailundo
-9.42102	15.74668	AO:12:Cacuso	Cacuso
-10.89481	17.76402	AO:12:Cambundi	Cambundi
-7.46856	17.03769	AO:12:Cambundi	Cambundi
-10.07531	17.55058	AO:12:Cambundi Catembo	Cambundi Catembo
-9.78333	16.43333	AO:12:Cangandala	Cangandala
-8.90769	17.05339	AO:12:Kunda dya Baze	Kunda dya Baze
-10.73912	17.71766	AO:12:Luquembo	Luquembo
-9.54015	16.34096	AO:12:Malanje	Malanje
-14.11382	13.24061	AO:13:Camucuio	Camucuio
-15.19611	12.15222	AO:13:Mossamedes	纳米贝
-15.80394	11.84485	AO:13:Tômbua	Tômbua
-15.72700	12.94961	AO:13:Virei	Virei
-11.89914	22.90216	AO:14:Cazombo	Cazombo
-10.70727	22.22466	AO:14:Luau	Luau
-11.78333	19.91667	AO:14:Luena	卢埃纳
-14.10165	21.43531	AO:14:Lumbala	Lumbala
-6.05716	15.10971	AO:15:Maquela do Zombo	Maquela do Zombo
-7.75938	15.27220	AO:15:Negage	Negage
-7.31473	16.00240	AO:15:Sanza Pombo	Sanza Pombo
-7.35207	14.84629	AO:15:Songo	Songo
-7.60874	15.06131	AO:15:Uíge	Uíge
-6.12085	14.62086	AO:16:Cuímba	Cuímba
-6.26667	14.23833	AO:16:Mbanza Kongo	Mbanza Kongo
-7.22800	12.86956	AO:16:N'zeto	N'zeto
-6.13490	12.36894	AO:16:Soyo	Soyo
-6.80517	13.33017	AO:16:Tombôco	Tombôco
-8.76720	17.99572	AO:17:Cafunfo	Cafunfo
-7.48367	21.30339	AO:17:Cassanguidi	Cassanguidi
-7.30000	20.73333	AO:17:Chitato	Chitato
-9.14583	18.04453	AO:17:Cuango-Luzamba	Cuango-Luzamba
-8.23619	19.52566	AO:17:Cuilo	Cuilo
-7.36643	20.81557	AO:17:Dundo	Dundo
-9.15445	19.28136	AO:17:Lubalo	Lubalo
-8.41915	20.74466	AO:17:Lucapa	Lucapa
-9.66078	20.39155	AO:18:Saurimo	Saurimo
-8.47175	13.37011	AO:19:Barra do Dande	Barra do Dande
-8.67417	14.79700	AO:19:Bula Atumba	Bula Atumba
-8.29968	14.34494	AO:19:Cage Mazumbo	Cage Mazumbo
-9.14692	13.41936	AO:19:Calumbo	Calumbo
-8.16263	14.11663	AO:19:Canacassala	Canacassala
-8.57848	13.66425	AO:19:Caxito	Caxito
-8.56750	13.47639	AO:19:Gama	Gama
-8.12439	14.29081	AO:19:Gombe	Gombe
-8.52432	13.68622	AO:19:Mabubas	Mabubas
-8.12307	14.28838	AO:19:Muxaluando	Muxaluando
-8.71311	14.46292	AO:19:Pango Aluquém	Pango Aluquém
-8.69335	13.44914	AO:19:Panguíla	Panguíla
-8.53412	14.43555	AO:19:Piri	Piri
-8.65157	14.15653	AO:19:Úcua	Úcua
-8.94432	13.16431	AO:20:Luanda	罗安达
-8.93611	13.26518	AO:20:Luanda	罗安达
-8.91783	13.18562	AO:20:Luanda	罗安达
-8.90552	13.22213	AO:20:Luanda	罗安达
-8.88001	13.19617	AO:20:Luanda	罗安达
-8.86639	13.26173	AO:20:Luanda	罗安达
-8.84861	13.27500	AO:20:Luanda	罗安达
-8.84693	13.23698	AO:20:Luanda	罗安达
-8.83796	13.28399	AO:20:Luanda	罗安达
-8.83682	13.23432	AO:20:Luanda	罗安达
-8.83411	13.29517	AO:20:Luanda	罗安达
-8.82644	13.26285	AO:20:Luanda	罗安达
-8.81806	13.22889	AO:20:Luanda	罗安达
-8.80523	13.28970	AO:20:Luanda	罗安达
-8.78883	13.27506	AO:20:Luanda	罗安达
-8.78150	13.33384	AO:20:Luanda	罗安达
-8.77980	13.37478	AO:20:Luanda	罗安达
-8.86695	13.33440	AO:20:Mulenvos	Mulenvos
-9.06259	13.04560	AO:20:Ramiros	Ramiros
-9.01212	13.38437	AO:20:Viana	Viana
-8.98007	13.30781	AO:20:Viana	Viana
-8.90553	13.37499	AO:20:Viana	Viana
-14.65850	17.69099	AO:CBG:Menongue	梅农盖
-34.06306	-60.10261	AR:01:Arrecifes	Arrecifes
-37.15276	-58.48838	AR:01:Ayacucho	Ayacucho
-36.77803	-59.85848	AR:01:Azul	阿苏尔
-38.71760	-62.26545	AR:01:Bahía Blanca	布兰卡港
-37.84638	-58.25549	AR:01:Balcarce	巴尔卡塞
-33.81199	-59.50467	AR:01:Baradero	Baradero
-37.67188	-59.80653	AR:01:Benito Juárez	Benito Juárez
-34.76531	-58.21278	AR:01:Berazategui	贝拉萨特吉
-34.87150	-57.88328	AR:01:Berisso	Berisso
-35.11557	-60.48965	AR:01:Bragado	布拉加多
-34.82584	-58.39502	AR:01:Burzaco	布尔萨科
-34.80041	-58.38384	AR:01:Burzaco	布尔萨科
-34.16327	-58.95919	AR:01:Campana	Campana
-35.62247	-61.36550	AR:01:Carlos Casares	Carlos Casares
-34.37660	-59.82272	AR:01:Carmen de Areco	Carmen de Areco
-40.80255	-62.98349	AR:01:Carmen de Patagones	Carmen de Patagones
-34.65142	-58.64074	AR:01:Castelar	卡斯特拉尔
-35.05379	-58.76205	AR:01:Cañuelas	Cañuelas
-34.64203	-60.47124	AR:01:Chacabuco	Chacabuco
-35.57681	-58.01215	AR:01:Chascomús	Chascomús
-34.89690	-60.01909	AR:01:Chivilcoy	奇维尔科伊
-33.89713	-61.09942	AR:01:Colón	Colón
-35.16799	-58.23742	AR:01:Coronel Brandsen	Coronel Brandsen
-37.98567	-61.35040	AR:01:Coronel Pringles	Coronel Pringles
-37.45859	-61.93294	AR:01:Coronel Suárez	Coronel Suárez
-36.31539	-57.67546	AR:01:Dolores	Dolores
-34.49459	-58.62729	AR:01:Don Torcuato	唐托尔夸托
-34.86074	-57.91238	AR:01:Ensenada	Ensenada
-34.88982	-58.56761	AR:01:Ezeiza	埃塞萨
-34.87558	-58.54192	AR:01:Ezeiza	埃塞萨
-34.85440	-58.52474	AR:01:Ezeiza	埃塞萨
-35.76842	-58.49444	AR:01:General Belgrano	ベルグラーノ将军
-37.00196	-57.13584	AR:01:General Juan Madariaga	General Juan Madariaga
-35.03264	-63.01484	AR:01:General Villegas	General Villegas
-34.70000	-58.58745	AR:01:Isidro Casanova	伊西德罗卡萨诺瓦
-34.64239	-58.59212	AR:01:Isidro Casanova	伊西德罗卡萨诺瓦
-34.51541	-58.76813	AR:01:José C. Paz	José C. Paz
-34.50316	-58.70596	AR:01:José C. Paz	José C. Paz
-34.47775	-58.70652	AR:01:José C. Paz	José C. Paz
-34.47513	-58.75367	AR:01:José C. Paz	José C. Paz
-34.59391	-60.94644	AR:01:Junín	胡宁
-34.92126	-57.95442	AR:01:La Plata	拉普拉塔
-36.01427	-59.09986	AR:01:Las Flores	Las Flores
-34.86819	-61.52929	AR:01:Lincoln	Lincoln
-35.18537	-59.09788	AR:01:Lobos	Lobos
-34.75740	-58.40279	AR:01:Lomas de Zamora	Lomas de Zamora
-34.99997	-61.03874	AR:01:Los Toldos	Los Toldos
-34.56640	-59.11478	AR:01:Luján	卢汉
-35.07997	-57.51368	AR:01:Magdalena	Magdalena
-36.72881	-56.68265	AR:01:Mar de Ajó	Mar de Ajó
-38.00042	-57.55620	AR:01:Mar del Plata	马德普拉塔
-36.57429	-56.69390	AR:01:Mar del Tuyú	Mar del Tuyú
-36.54059	-56.69294	AR:01:Mar del Tuyú	Mar del Tuyú
-34.65072	-59.43143	AR:01:Mercedes	梅塞德斯
-34.74947	-58.70158	AR:01:Merlo	梅洛
-34.66536	-58.72744	AR:01:Merlo	梅洛
-34.66267	-58.69819	AR:01:Merlo	梅洛
-34.63364	-58.57047	AR:01:Merlo	梅洛
-34.61771	-58.60153	AR:01:Merlo	梅洛
-34.59040	-58.62904	AR:01:Merlo	梅洛
-34.56510	-58.69034	AR:01:Merlo	梅洛
-38.27161	-57.83890	AR:01:Miramar	Miramar
-34.63401	-58.79138	AR:01:Moreno	莫雷诺
-34.65118	-58.62205	AR:01:Morón	莫龙
-35.00587	-59.27828	AR:01:Navarro	Navarro
-38.55450	-58.73961	AR:01:Necochea	内科切阿
-35.44394	-60.88463	AR:01:Nueve de Julio	Nueve de Julio
-36.89384	-60.32319	AR:01:Olavarría	奥拉瓦里亚
-35.81081	-61.89897	AR:01:Pehuajó	佩瓦霍
-33.89101	-60.57462	AR:01:Pergamino	Pergamino
-37.60255	-62.40836	AR:01:Pigüé	Pigüé
-34.45867	-58.91398	AR:01:Pilar	Pilar
-37.11108	-56.86523	AR:01:Pinamar	Pinamar
-38.88050	-62.07503	AR:01:Punta Alta	蓬塔阿尔塔
-34.72065	-58.25454	AR:01:Quilmes	基尔梅斯
-33.48508	-60.00629	AR:01:Ramallo	Ramallo
-34.19774	-60.73370	AR:01:Rojas	Rojas
-35.63884	-59.77938	AR:01:Saladillo	Saladillo
-34.29175	-60.25450	AR:01:Salto	Salto
-34.25083	-59.46944	AR:01:San Antonio de Areco	San Antonio de Areco
-36.23071	-61.11570	AR:01:San Carlos de Bolívar	San Carlos de Bolívar
-34.46971	-58.52111	AR:01:San Isidro	圣伊西德罗
-34.68107	-58.56379	AR:01:San Justo	San Justo
-34.55622	-58.70739	AR:01:San Miguel	圣米格尔
-34.54335	-58.71229	AR:01:San Miguel	圣米格尔
-34.51080	-58.68059	AR:01:San Miguel	圣米格尔
-34.45256	-58.64312	AR:01:San Miguel	圣米格尔
-35.43922	-58.80741	AR:01:San Miguel del Monte	San Miguel del Monte
-33.33425	-60.21080	AR:01:San Nicolás de los Arroyos	圣尼古拉斯
-33.67918	-59.66633	AR:01:San Pedro	San Pedro
-35.02490	-58.42409	AR:01:San Vicente	San Vicente
-37.83438	-57.50749	AR:01:Santa Clara del Mar	Santa Clara del Mar
-37.32870	-59.13690	AR:01:Tandil	坦迪尔
-34.42603	-58.57962	AR:01:Tigre	Tigre
-35.97334	-62.73275	AR:01:Trenque Lauquen	特伦克劳肯
-38.37694	-60.27563	AR:01:Tres Arroyos	特雷斯阿罗约斯
-35.43247	-60.17156	AR:01:Veinticinco de Mayo	Veinticinco de Mayo
-37.26394	-56.97304	AR:01:Villa Gesell	Villa Gesell
-34.09584	-59.02423	AR:01:Zárate	萨拉特
-27.64953	-67.02632	AR:02:Belén	贝伦
-28.46957	-65.78524	AR:02:Catamarca	卡塔马卡
-28.45775	-65.72498	AR:02:Catamarca	卡塔马卡
-26.69456	-66.04805	AR:02:Santa María	Santa María
-27.21787	-61.18738	AR:03:Charata	查拉塔
-26.53643	-59.34138	AR:03:General José de San Martín	圣马丁将军镇
-27.32534	-61.28101	AR:03:General Pinedo	皮内多将军镇
-25.94660	-60.62008	AR:03:Juan José Castelli	Juan José Castelli
-27.08819	-61.08217	AR:03:Las Breñas	Las Breñas
-26.92617	-60.04852	AR:03:Machagai	Machagai
-26.79095	-60.44132	AR:03:Presidencia Roque Sáenz Peña	罗克萨恩斯培尼亚总统城
-26.87080	-60.21537	AR:03:Quitilipi	Quitilipi
-27.48132	-58.93925	AR:03:Resistencia	雷西斯滕西亚
-27.46363	-58.98665	AR:03:Resistencia	雷西斯滕西亚
-27.42039	-59.03731	AR:03:Resistencia	雷西斯滕西亚
-26.34067	-60.43207	AR:03:Tres Isletas	Tres Isletas
-27.57679	-60.71114	AR:03:Villa Ángela	安吉拉镇
-45.86256	-67.49400	AR:04:Comodoro Rivadavia	里瓦达维亚海军准将城
-42.91147	-71.31947	AR:04:Esquel	埃斯克尔
-42.76848	-65.03827	AR:04:Puerto Madryn	马德林港
-43.30031	-65.10564	AR:04:Rawson	罗森
-43.24895	-65.30505	AR:04:Trelew	特雷利乌
-31.64978	-64.42972	AR:05:Alta Gracia	上格拉西亚
-31.41917	-63.05084	AR:05:Arroyito	Arroyito
-32.63021	-62.68883	AR:05:Bell Ville	贝尔维尔
-31.02202	-64.06172	AR:05:Colonia Caroya	Colonia Caroya
-31.24525	-64.46574	AR:05:Cosquín	科斯金
-30.72644	-64.80387	AR:05:Cruz del Eje	Cruz del Eje
-31.40648	-64.18853	AR:05:Córdoba	科尔多瓦
-30.42498	-64.35274	AR:05:Deán Funes	Deán Funes
-32.20681	-64.40064	AR:05:Embalse	Embalse
-30.98153	-64.09424	AR:05:Jesús María	Jesús María
-31.34582	-64.33849	AR:05:La Calera	La Calera
-31.09321	-64.48448	AR:05:La Falda	La Falda
-34.12688	-63.39083	AR:05:Laboulaye	Laboulaye
-31.87040	-62.71968	AR:05:Las Varillas	Las Varillas
-32.69780	-62.10672	AR:05:Marcos Juárez	Marcos Juárez
-30.71066	-62.00714	AR:05:Morteros	Morteros
-31.68129	-63.88240	AR:05:Pilar	Pilar
-31.16970	-64.31750	AR:05:Río Ceballos	Río Ceballos
-33.13044	-64.35272	AR:05:Río Cuarto	里奥夸尔托
-31.65010	-63.91165	AR:05:Río Segundo	Río Segundo
-32.17675	-64.11295	AR:05:Río Tercero	Río Tercero
-31.42497	-62.08404	AR:05:San Francisco	圣弗朗西斯科
-31.23717	-64.31176	AR:05:Unquillo	Unquillo
-31.29368	-64.29770	AR:05:Villa Allende	Villa Allende
-31.41830	-64.49008	AR:05:Villa Carlos Paz	卡洛斯帕斯镇
-31.94504	-65.19025	AR:05:Villa Dolores	多洛雷斯镇
-32.43289	-63.24811	AR:05:Villa María	玛丽亚镇
-32.40751	-63.24016	AR:05:Villa María	玛丽亚镇
-31.55416	-63.53562	AR:05:Villa del Rosario	罗萨里奥镇
-27.46784	-58.83440	AR:06:Corrientes	科连特斯
-29.79145	-58.04990	AR:06:Curuzú Cuatiá	库鲁苏夸蒂亚
-30.01476	-59.52890	AR:06:Esquina	Esquina
-28.05000	-56.03333	AR:06:Gobernador Virasora	Gobernador Virasora
-29.13995	-59.26343	AR:06:Goya	Goya
-27.58504	-56.68707	AR:06:Ituzaingó	Ituzaingó
-29.18416	-58.07519	AR:06:Mercedes	梅尔塞德斯
-30.25180	-57.63537	AR:06:Monte Caseros	蒙特卡塞罗斯
-29.71251	-57.08771	AR:06:Paso de los Libres	Paso de los Libres
-28.25504	-58.62386	AR:06:Saladas	Saladas
-28.13442	-58.76685	AR:06:San Lorenzo	San Lorenzo
-27.50766	-58.55625	AR:06:San Luis del Palmar	San Luis del Palmar
-28.55104	-56.04125	AR:06:Santo Tomé	Santo Tomé
-34.74563	-58.39365	AR:07:Buenos Aires	布宜诺斯艾利斯
-34.72960	-58.35421	AR:07:Buenos Aires	布宜诺斯艾利斯
